2025/02/15 18:46:50 2025-02-15 18:46:50.64277 +0700 WIB m=+77.978985001~::1~POST~/api/v1/Menu~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Accept:*/* | Origin:http://localhost:3001 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:159 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Dest:empty | Signature:fcdb89e75bf88e50570dbba819274a80 | Accept-Language:en-US,en | Referer:http://localhost:3001/"~{"Username":"admin_gudang","ParamKey":"MTczOTYxOTk4NzA0NDE0MQ==JASq6rjV09JiA63L4dETbWqcrQYm38","Method":"SELECT","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 18:46:50.699701 +0700 WIB m=+78.035915668~6.709µs~
2025/02/15 18:46:50 2025-02-15 18:46:50.642936 +0700 WIB m=+77.979150084~::1~POST~/api/v1/Category~ "Header=>Content-Length:172 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Referer:http://localhost:3001/ | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Signature:4c517bb15de2fe82b20349f2264c9af7 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Origin:http://localhost:3001 | Sec-Fetch-Site:same-site"~{"UserName":"admin_gudang","ParamKey":"MTczOTYxOTk4NzA0NDE0MQ==JASq6rjV09JiA63L4dETbWqcrQYm38","Method":"SELECT","Status":"1","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 18:46:50.699717 +0700 WIB m=+78.035931668~5.334µs~
2025/02/15 18:47:06 2025-02-15 18:47:06.096204 +0700 WIB m=+93.432418751~::1~POST~/api/v1/Menu~ "Header=>Content-Length:159 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Signature:fcdb89e75bf88e50570dbba819274a80 | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/* | Referer:http://localhost:3001/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3001 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~{"Username":"admin_gudang","ParamKey":"MTczOTYxOTk4NzA0NDE0MQ==JASq6rjV09JiA63L4dETbWqcrQYm38","Method":"SELECT","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 18:47:06.107078 +0700 WIB m=+93.443292293~17.084µs~
2025/02/15 18:47:06 2025-02-15 18:47:06.096711 +0700 WIB m=+93.432925876~::1~POST~/api/v1/Category~ "Header=>Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/* | Origin:http://localhost:3001 | Sec-Fetch-Site:same-site | Referer:http://localhost:3001/ | Content-Length:172 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Ch-Ua-Platform:"macOS" | Signature:4c517bb15de2fe82b20349f2264c9af7 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty"~{"UserName":"admin_gudang","ParamKey":"MTczOTYxOTk4NzA0NDE0MQ==JASq6rjV09JiA63L4dETbWqcrQYm38","Method":"SELECT","Status":"1","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 18:47:06.117918 +0700 WIB m=+93.454132501~10.583µs~
2025/02/15 21:23:56 2025-02-15 21:23:56.14076 +0700 WIB m=+8843.418230709~::1~POST~/api/v1/Menu~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Sec-Gpc:1 | Origin:http://localhost:3001 | Sec-Fetch-Site:same-site | Connection:keep-alive | Content-Length:159 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Dest:empty | Referer:http://localhost:3001/ | Signature:66ca473f0fd83d9f90b3dc1993751902 | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors"~{"Username":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:23:56.152774 +0700 WIB m=+8843.430244334~10.833µs~
2025/02/15 21:23:56 2025-02-15 21:23:56.142531 +0700 WIB m=+8843.420001793~::1~POST~/api/v1/Category~ "Header=>Signature:9359aa086565d9049bbe0bdd55d3553e | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Dest:empty | Referer:http://localhost:3001/ | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:172 | Sec-Fetch-Site:same-site | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept-Language:en-US,en | Origin:http://localhost:3001 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors"~{"UserName":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Status":"1","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:23:56.167418 +0700 WIB m=+8843.444889084~11.166µs~
2025/02/15 21:25:41 2025-02-15 21:25:41.647553 +0700 WIB m=+8948.925023584~::1~POST~/api/v1/Menu~ "Header=>Connection:keep-alive | Content-Length:159 | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Content-Type:application/json | Accept-Language:en-US,en | Origin:http://localhost:3001 | Sec-Fetch-Site:same-site | Referer:http://localhost:3001/ | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Signature:66ca473f0fd83d9f90b3dc1993751902 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0"~{"Username":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:25:41.655358 +0700 WIB m=+8948.932828709~12.458µs~
2025/02/15 21:25:41 2025-02-15 21:25:41.648452 +0700 WIB m=+8948.925922834~::1~POST~/api/v1/Category~ "Header=>Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Platform:"macOS" | Signature:9359aa086565d9049bbe0bdd55d3553e | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Content-Length:172 | Content-Type:application/json | Origin:http://localhost:3001 | Sec-Fetch-Dest:empty | Referer:http://localhost:3001/ | Connection:keep-alive"~{"UserName":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Status":"1","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:25:41.659519 +0700 WIB m=+8948.936989334~17.041µs~
2025/02/15 21:28:07 2025-02-15 21:28:07.102875 +0700 WIB m=+9094.380345459~::1~POST~/api/v1/Category~ "Header=>Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Site:same-site | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Dest:empty | Accept-Language:en-US,en | Origin:http://localhost:3001 | Sec-Fetch-Mode:cors | Signature:9359aa086565d9049bbe0bdd55d3553e | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Referer:http://localhost:3001/ | Connection:keep-alive | Content-Length:172"~{"UserName":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Status":"1","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:28:07.122179 +0700 WIB m=+9094.399650293~18.25µs~
2025/02/15 21:36:08 2025-02-15 21:36:08.556531 +0700 WIB m=+9575.834002001~::1~POST~/api/v1/Menu~ "Header=>Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Signature:66ca473f0fd83d9f90b3dc1993751902 | Sec-Ch-Ua-Mobile:?0 | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Accept-Language:en-US,en | Referer:http://localhost:3001/ | Content-Length:159 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Origin:http://localhost:3001 | Accept:*/* | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd"~{"Username":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","Page":1,"RowPage":-1,"OrderBy":"","Order":""}~200~2025-02-15 21:36:08.575841 +0700 WIB m=+9575.853311918~11.125µs~
2025/02/15 21:36:08 2025-02-15 21:36:08.566658 +0700 WIB m=+9575.844129293~::1~POST~/api/v1/Category~ "Header=>Content-Length:215 | Signature:53380385d174dc5ad588f813b09f4d07 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Origin:http://localhost:3001 | Referer:http://localhost:3001/ | Accept-Language:en-US,en | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Mode:cors"~{"UserName":"admin_gudang","ParamKey":"MTczOTYyOTQzNDU4NzEyMQ==CZLyEycZflf0X9gF7kQRT6LGI37XwX","Method":"SELECT","NamaKategori":"","StatusKategori":"","Page":1,"RowPage":20,"OrderBy":"dbmp.tgl_input","Order":"DESC"}~200~2025-02-15 21:36:08.58345 +0700 WIB m=+9575.860920584~16.041µs~
